evaluate_id,customer_id,customer_name,hotel_id,room_id,type_room_id,evaluate_title,evaluate_content,evaluate_loaction_point,evaluate_service_point,evaluate_price_point,evaluate_sanitary_point,evaluate_convenient_point,created_at,updated_at,deleted_at
2091,374,Nguyễn Hoàng Nam,21,60,156,Tuyệt với,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",4,5,4,5,4,2024-06-05 17:00:00,nan,
2092,377,Hoàng Minh Nam,22,64,171,Rất tốt,"Vị trí thuận lợi, gần biển, dễ đi lại.",3,4,3,3,4,2024-12-10 17:00:00,nan,
2093,144,Dương Minh Trang,12,33,87,Tuyệt với,Giá cả hợp lý so với chất lượng.,3,2,3,4,2,2024-08-10 17:00:00,nan,
2094,279,Nguyễn Hoàng Nga,18,51,132,Xuất sắc,Giá cả hợp lý so với chất lượng.,5,3,3,3,5,2024-01-04 17:00:00,nan,
2095,350,Trần Minh Hạnh,17,48,125,Hoàn hảo,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",5,5,5,5,5,2024-04-02 17:00:00,nan,
2096,354,Bùi Thu Phong,21,60,156,Sẽ quay lại,"Bữa sáng ngon, đa dạng món ăn.",5,4,4,5,5,2024-09-07 17:00:00,nan,
2097,380,Bùi Hoàng Hương,20,57,148,Hoàn hảo,"Đồ ăn ngon, view đẹp, sẽ quay lại.",5,5,2,4,5,2024-08-29 17:00:00,nan,
2098,342,Lê Hải Cường,7,18,73,Tuyệt vời,"Nhân viên phục vụ rất tốt, nhiệt tình.",4,5,3,5,5,2024-08-23 17:00:00,nan,
2099,108,Đỗ Thanh Phong,3,3,2,Sạch sẽ,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,5,3,5,4,2024-04-16 17:00:00,nan,
2100,390,Bùi Hải Long,7,18,72,Đáng giá tiền,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,4,3,5,5,2024-05-29 17:00:00,nan,
2101,110,Đỗ Thanh Phong,11,30,81,Tốt,"Đồ ăn ngon, view đẹp, sẽ quay lại.",5,3,4,4,5,2024-06-02 17:00:00,nan,
2102,23,Lê Đức Nam,9,24,62,Xuất sắc,"Phục vụ nhanh chóng, chuyên nghiệp.",5,5,5,5,5,2024-02-17 17:00:00,nan,
2103,371,Ngô Hoàng Hùng,5,14,34,Hoàn hảo,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",5,5,3,4,4,2024-10-22 17:00:00,nan,
2104,275,Dương Thị Phong,5,13,30,Giá hợp lý,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,5,4,5,5,2024-04-26 17:00:00,nan,
2105,132,Phan Thanh Mai,19,54,140,Dịch vụ tốt,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",5,3,3,4,5,2024-12-24 17:00:00,nan,
2106,369,Võ Thanh Cường,12,33,87,Không tốt lắm,"Phục vụ nhanh chóng, chuyên nghiệp.",4,4,2,2,3,2024-04-06 17:00:00,nan,
2107,365,Hồ Hoàng Phong,5,14,32,Hài lòng,"Phòng cách âm tốt, yên tĩnh.",4,5,4,4,5,2024-01-31 17:00:00,nan,
2108,133,Hồ Hoàng Nam,4,9,17,Thất vọng,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",5,5,3,5,4,2024-06-07 17:00:00,nan,
2109,129,Võ Văn Cường,16,45,117,Khá ổn,"Không gian thoáng đãng, thoải mái.",4,5,4,4,5,2024-02-14 17:00:00,nan,
2110,279,Nguyễn Hoàng Nga,22,64,171,Tuyệt với,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",2,2,1,2,3,2024-04-17 17:00:00,nan,
2111,37,Ngô Minh Cường,9,24,62,Tốt,"Phục vụ nhanh chóng, chuyên nghiệp.",4,4,5,5,4,2024-02-22 17:00:00,nan,
2112,72,Hồ Minh Trang,9,24,62,Ổn,"Phục vụ nhanh chóng, chuyên nghiệp.",4,5,3,5,4,2024-09-26 17:00:00,nan,
2113,102,Dương Hải Anh,2,6,16,Ổn,"Wifi nhanh, ổn định.",4,5,5,5,5,2024-04-18 17:00:00,nan,
2114,79,Hoàng Thị Phong,17,48,125,Xuất sắc,"Phòng cách âm tốt, yên tĩnh.",5,5,3,5,4,2024-03-27 17:00:00,nan,
2115,81,Phạm Hoàng Nga,3,3,2,Vị trí thuận lợi,"Vệ sinh sạch sẽ, khăn trải giường mới.",4,5,5,5,5,2024-04-16 17:00:00,nan,
2116,385,Lý Minh Cường,12,33,87,Tuyệt với,"Đồ ăn ngon, view đẹp, sẽ quay lại.",2,2,2,2,2,2024-07-29 17:00:00,nan,
2117,109,Bùi Thu Bình,2,6,16,Phòng đẹp,Giá hơi cao so với chất lượng.,4,4,5,5,4,2024-05-08 17:00:00,nan,
2118,395,Võ Đức Mai,15,42,110,Tuyệt với,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,5,3,5,4,2024-05-09 17:00:00,nan,
2119,353,Hồ Hữu Linh,2,8,15,Sẽ quay lại,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,4,5,5,4,2024-02-10 17:00:00,nan,
2120,64,Ngô Thanh Dũng,5,14,33,Rất tốt,"Đồ ăn ngon, view đẹp, sẽ quay lại.",5,5,3,4,5,2024-01-28 17:00:00,nan,
2121,51,Nguyễn Minh Phong,9,24,62,Dịch vụ tốt,Giá cả hợp lý so với chất lượng.,5,5,3,5,5,2024-06-15 17:00:00,nan,
2122,308,Đỗ Thị Lan,22,65,172,Tuyệt với,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",4,2,3,2,4,2024-06-17 17:00:00,nan,
2123,133,Trần Đức Phong,11,30,81,Thất vọng,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,5,2,4,3,2024-08-16 17:00:00,nan,
2124,83,Dương Hải Cường,9,24,62,Rất tốt,Giá hơi cao so với chất lượng.,5,5,4,5,5,2024-12-31 17:00:00,nan,
2125,60,Đỗ Thu Phong,4,9,17,Đáng giá tiền,"Vị trí thuận lợi, gần biển, dễ đi lại.",5,4,4,4,5,2024-09-12 17:00:00,nan,
2126,392,Đỗ Hoàng Phong,9,24,62,Không tốt lắm,"Wifi nhanh, ổn định.",5,5,4,5,4,2024-05-11 17:00:00,nan,
2127,379,Lý Minh Hạnh,19,56,147,Đáng giá tiền,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,4,3,4,3,2024-02-25 17:00:00,nan,
2128,111,Lê Văn Long,2,7,9,Phòng đẹp,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,4,3,4,5,2024-05-04 17:00:00,nan,
2129,301,Lý Thị Nam,22,64,171,Sẽ quay lại,"Không gian thoáng đãng, thoải mái.",4,4,1,3,3,2024-05-23 17:00:00,nan,
2130,276,Đặng Hữu Hùng,19,56,147,Sạch sẽ,"Bữa sáng ngon, đa dạng món ăn.",4,4,4,5,3,2024-06-04 17:00:00,nan,
2131,254,Phan Minh Cường,17,48,125,Không tốt lắm,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",5,4,4,4,4,2024-07-29 17:00:00,nan,
2132,36,Bùi Thu Long,22,65,172,Đáng giá tiền,"Đồ ăn ngon, view đẹp, sẽ quay lại.",3,2,1,4,3,2024-07-24 17:00:00,nan,
2133,375,Hoàng Thị Cường,22,64,171,Xuất sắc,"Không gian thoáng đãng, thoải mái.",3,2,3,2,4,2024-05-25 17:00:00,nan,
2134,84,Lê Quốc Mai,18,51,132,Không tốt lắm,Giá cả hợp lý so với chất lượng.,5,3,2,3,3,2024-06-02 17:00:00,nan,
2135,127,Bùi Quốc Hương,19,56,147,Không tốt lắm,"Phục vụ nhanh chóng, chuyên nghiệp.",3,3,3,3,3,2024-04-30 17:00:00,nan,
2136,327,Phạm Quốc Mai,4,9,17,Dịch vụ tốt,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,4,4,5,5,2024-07-17 17:00:00,nan,
2137,53,Vũ Đức Long,2,8,13,Xuất sắc,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",4,5,3,5,5,2024-06-30 17:00:00,nan,
2138,91,Lý Minh Trang,10,29,79,Ổn,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",4,5,4,5,3,2024-09-30 17:00:00,nan,
2139,139,Trần Thị Hạnh,10,29,79,Không tốt lắm,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",3,3,4,3,3,2024-08-02 17:00:00,nan,
2140,88,Vũ Quốc Bình,3,5,40,Ổn,Giá hơi cao so với chất lượng.,5,4,4,5,5,2024-07-21 17:00:00,nan,
2141,268,Đặng Minh Nga,3,5,39,Hoàn hảo,"Vệ sinh sạch sẽ, khăn trải giường mới.",4,5,3,4,5,2024-08-31 17:00:00,nan,
2142,271,Lý Thị Hạnh,3,2,4,Sẽ quay lại,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,5,3,4,4,2024-03-04 17:00:00,nan,
2143,117,Lý Thanh Anh,22,63,170,Sạch sẽ,"Nhân viên phục vụ rất tốt, nhiệt tình.",3,4,3,3,2,2024-02-03 17:00:00,nan,
2144,118,Phạm Hải Long,7,19,72,Vị trí thuận lợi,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",4,5,4,5,5,2024-08-21 17:00:00,nan,
2145,345,Ngô Văn Phong,10,27,75,Tuyệt vời,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",3,5,3,5,4,2024-07-20 17:00:00,nan,
2146,311,Ngô Thị Linh,5,14,34,Xuất sắc,"Vị trí thuận lợi, gần biển, dễ đi lại.",5,5,4,5,5,2024-06-17 17:00:00,nan,
2147,296,Đỗ Minh Mai,4,11,25,Ổn,"Nhân viên phục vụ rất tốt, nhiệt tình.",5,5,4,4,5,2024-08-13 17:00:00,nan,
2148,254,Phan Minh Cường,22,65,172,Rất tốt,"Vệ sinh sạch sẽ, khăn trải giường mới.",4,4,3,4,2,2024-11-07 17:00:00,nan,
2149,265,Hoàng Hoàng Linh,3,5,39,Xuất sắc,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,5,3,5,5,2024-04-16 17:00:00,nan,
2150,371,Ngô Hoàng Hùng,2,6,16,Rất tốt,"Không gian thoáng đãng, thoải mái.",5,5,3,5,5,2024-11-02 17:00:00,nan,
2151,306,Dương Thanh Trang,20,57,148,Dịch vụ tốt,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,3,4,4,3,2024-03-25 17:00:00,nan,
2152,313,Đỗ Đức Linh,17,48,125,Xuất sắc,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,5,4,4,5,2024-07-17 17:00:00,nan,
2153,3,Đỗ Quốc Trang,4,11,23,Không tốt lắm,"Nhân viên phục vụ rất tốt, nhiệt tình.",4,5,3,5,5,2024-07-09 17:00:00,nan,
2154,111,Đỗ Hoàng Linh,7,19,72,Đáng giá tiền,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,4,3,4,5,2024-08-03 17:00:00,nan,
2155,108,Hồ Văn Phong,4,10,20,Sạch sẽ,"Vị trí thuận lợi, gần biển, dễ đi lại.",5,5,4,4,5,2024-08-11 17:00:00,nan,
2156,42,Phạm Quốc Cường,22,65,172,Phòng đẹp,"Vệ sinh sạch sẽ, khăn trải giường mới.",4,3,3,4,4,2024-05-30 17:00:00,nan,
2157,280,Hồ Văn Dũng,2,7,11,Rất tốt,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,5,5,5,5,2024-05-31 17:00:00,nan,
2158,96,Ngô Đức Hùng,16,45,117,Phòng đẹp,"Không gian thoáng đãng, thoải mái.",4,5,5,5,5,2024-11-22 17:00:00,nan,
2159,332,Hoàng Đức Hạnh,19,54,140,Đáng giá tiền,Giá hơi cao so với chất lượng.,5,5,4,3,3,2024-10-13 17:00:00,nan,
2160,29,Nguyễn Hoàng Hạnh,22,63,170,Sẽ quay lại,"Phục vụ nhanh chóng, chuyên nghiệp.",4,4,2,2,2,2024-09-06 17:00:00,nan,
2161,354,Bùi Thu Phong,4,9,17,Sạch sẽ,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,4,3,5,5,2024-09-14 17:00:00,nan,
2162,94,Võ Thu Bình,7,19,72,Giá hợp lý,"Vệ sinh sạch sẽ, khăn trải giường mới.",4,5,4,4,5,2024-12-03 17:00:00,nan,
2163,79,Phạm Thị Long,5,14,33,Ổn,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",4,4,4,5,4,2024-01-10 17:00:00,nan,
2164,280,Hồ Văn Dũng,12,33,87,Rất tốt,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",3,4,2,2,4,2024-11-25 17:00:00,nan,
2165,250,Đỗ Thị Anh,2,8,13,Ổn,"Không gian thoáng đãng, thoải mái.",4,5,4,4,4,2024-08-21 17:00:00,nan,
2166,99,Lý Hải Nga,4,11,24,Sạch sẽ,"Wifi nhanh, ổn định.",4,4,4,5,5,2024-07-24 17:00:00,nan,
2167,381,Hồ Quốc Hùng,5,12,28,Tuyệt với,"Không gian thoáng đãng, thoải mái.",5,5,4,4,5,2024-04-02 17:00:00,nan,
2168,12,Phan Minh Hùng,3,3,38,Thất vọng,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,4,5,5,4,2024-11-10 17:00:00,nan,
2169,37,Đỗ Thanh Cường,11,30,81,Rất tốt,"Không gian thoáng đãng, thoải mái.",5,4,4,3,5,2024-06-12 17:00:00,nan,
2170,101,Lê Hoàng Linh,5,14,33,Rất tốt,Giá cả hợp lý so với chất lượng.,4,5,5,4,5,2024-05-05 17:00:00,nan,
2171,85,Phan Hải Hùng,5,13,31,Hoàn hảo,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",5,5,3,5,4,2024-08-26 17:00:00,nan,
2172,334,Lý Thu Bình,7,18,73,Rất tốt,"Phục vụ nhanh chóng, chuyên nghiệp.",5,5,5,5,4,2024-06-12 17:00:00,nan,
2173,7,Phan Hải Mai,7,19,72,Thất vọng,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,4,5,5,4,2024-06-09 17:00:00,nan,
2174,145,Phan Thị Nam,19,56,147,Không tốt lắm,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,5,4,3,4,2024-09-27 17:00:00,nan,
2175,348,Ngô Hữu Hùng,4,9,17,Không tốt lắm,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,5,4,5,5,2024-05-21 17:00:00,nan,
2176,395,Võ Đức Mai,5,12,27,Tốt,"Nhân viên phục vụ rất tốt, nhiệt tình.",4,4,5,5,5,2024-08-08 17:00:00,nan,
2177,389,Đỗ Thu Mai,17,48,125,Tốt,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,5,3,5,5,2024-06-27 17:00:00,nan,
2178,361,Hồ Đức Hùng,5,13,30,Khá ổn,"Đồ ăn ngon, view đẹp, sẽ quay lại.",5,5,4,5,4,2024-06-30 17:00:00,nan,
2179,128,Hồ Văn Cường,3,5,40,Giá hợp lý,Giá cả hợp lý so với chất lượng.,5,5,3,5,5,2024-01-18 17:00:00,nan,
2180,385,Lý Minh Cường,7,19,72,Sẽ quay lại,"Phục vụ nhanh chóng, chuyên nghiệp.",5,5,5,5,4,2024-05-30 17:00:00,nan,
2181,116,Đỗ Thị Hùng,19,54,140,Tuyệt vời,"Vệ sinh sạch sẽ, khăn trải giường mới.",4,4,4,4,3,2024-11-24 17:00:00,nan,
2182,109,Ngô Thu Long,17,48,125,Đáng giá tiền,Giá hơi cao so với chất lượng.,4,4,3,5,5,2024-03-22 17:00:00,nan,
2183,25,Dương Hoàng Phong,12,33,87,Tốt,"Không gian thoáng đãng, thoải mái.",2,2,3,2,4,2024-02-25 17:00:00,nan,
2184,123,Ngô Thu Hùng,10,27,75,Dịch vụ tốt,"Phòng cách âm tốt, yên tĩnh.",4,4,2,4,4,2024-12-01 17:00:00,nan,
2185,143,Dương Hải Nam,6,15,45,Phòng đẹp,"Nhân viên phục vụ rất tốt, nhiệt tình.",4,5,5,5,5,2024-04-01 17:00:00,nan,
2186,70,Đặng Quốc Nam,2,7,9,Xuất sắc,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,5,4,4,5,2024-03-14 17:00:00,nan,
2187,296,Đỗ Minh Mai,22,65,172,Xuất sắc,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",2,3,1,3,4,2024-03-01 17:00:00,nan,
2188,383,Nguyễn Thị Dũng,5,13,31,Hài lòng,"Vệ sinh sạch sẽ, khăn trải giường mới.",4,5,4,4,5,2024-10-10 17:00:00,nan,
2189,32,Phạm Đức Cường,21,60,156,Giá hợp lý,"Phòng cách âm tốt, yên tĩnh.",5,5,4,4,4,2024-10-09 17:00:00,nan,
2190,363,Hoàng Minh Hùng,17,48,125,Không tốt lắm,"Không gian thoáng đãng, thoải mái.",5,5,4,5,4,2024-05-07 17:00:00,nan,
2191,278,Võ Thu Mai,19,54,140,Sạch sẽ,Giá cả hợp lý so với chất lượng.,3,3,3,5,3,2024-09-10 17:00:00,nan,
2192,122,Phạm Thu Nam,10,27,75,Tuyệt với,Giá hơi cao so với chất lượng.,5,5,3,5,4,2024-09-14 17:00:00,nan,
2193,89,Hoàng Thu Anh,19,56,147,Ổn,"Wifi nhanh, ổn định.",5,3,3,4,4,2024-12-15 17:00:00,nan,
2194,60,Hồ Quốc Mai,3,3,37,Không tốt lắm,Giá cả hợp lý so với chất lượng.,4,4,3,5,5,2024-05-18 17:00:00,nan,
2195,7,Hồ Thanh Phong,22,63,170,Thất vọng,Giá cả hợp lý so với chất lượng.,2,4,1,2,3,2024-03-06 17:00:00,nan,
2196,130,Đặng Thu Long,19,56,147,Không tốt lắm,"Phòng cách âm tốt, yên tĩnh.",4,5,4,4,3,2024-03-24 17:00:00,nan,
2197,304,Phan Hữu Long,20,57,148,Đáng giá tiền,"Nhân viên phục vụ rất tốt, nhiệt tình.",5,4,2,3,3,2024-12-28 17:00:00,nan,
2198,78,Đặng Hữu Linh,10,27,75,Giá hợp lý,"Phòng cách âm tốt, yên tĩnh.",4,4,2,5,5,2024-04-27 17:00:00,nan,
2199,311,Ngô Thị Linh,2,7,9,Sạch sẽ,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,4,4,5,5,2024-07-28 17:00:00,nan,
2200,251,Đỗ Thu Bình,17,48,125,Rất tốt,"Không gian thoáng đãng, thoải mái.",5,4,3,4,4,2024-09-17 17:00:00,nan,
2201,85,Võ Minh Anh,19,56,147,Tuyệt với,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",5,5,3,3,3,2024-05-31 17:00:00,nan,
2202,269,Ngô Minh Phong,5,14,32,Ổn,"Wifi nhanh, ổn định.",5,4,5,5,4,2024-06-15 17:00:00,nan,
2203,341,Nguyễn Quốc Trang,21,60,156,Dịch vụ tốt,"Vệ sinh sạch sẽ, khăn trải giường mới.",5,5,3,4,5,2024-02-24 17:00:00,nan,
2204,374,Nguyễn Hoàng Nam,5,13,31,Sẽ quay lại,Giá cả hợp lý so với chất lượng.,5,5,5,5,5,2024-09-16 17:00:00,nan,
2205,49,Nguyễn Thị Anh,11,30,81,Đáng giá tiền,"Không gian thoáng đãng, thoải mái.",5,5,3,3,3,2024-10-07 17:00:00,nan,
2206,9,Võ Hữu Dũng,10,29,79,Dịch vụ tốt,Giá cả hợp lý so với chất lượng.,5,3,3,4,3,2024-10-24 17:00:00,nan,
2207,89,Hoàng Văn Long,5,13,30,Giá hợp lý,"Nhân viên phục vụ rất tốt, nhiệt tình.",5,4,5,5,5,2024-04-26 17:00:00,nan,
2208,101,Ngô Minh Mai,4,10,20,Vị trí thuận lợi,"Bữa sáng ngon, đa dạng món ăn.",4,5,5,5,5,2024-02-05 17:00:00,nan,
2209,361,Hồ Đức Hùng,15,42,110,Giá hợp lý,"Đồ ăn ngon, view đẹp, sẽ quay lại.",5,4,3,5,5,2024-10-09 17:00:00,nan,
2210,346,Bùi Hữu Dũng,9,24,62,Đáng giá tiền,"Đồ ăn ngon, view đẹp, sẽ quay lại.",5,4,5,5,5,2024-09-24 17:00:00,nan,
2211,106,Phan Hoàng Long,10,27,75,Thất vọng,"Không gian thoáng đãng, thoải mái.",4,4,3,4,3,2024-10-28 17:00:00,nan,
2212,279,Nguyễn Hoàng Nga,2,6,16,Xuất sắc,"Không gian thoáng đãng, thoải mái.",4,5,3,5,5,2024-03-25 17:00:00,nan,
2213,296,Đỗ Minh Mai,7,18,72,Sạch sẽ,"Vị trí thuận lợi, gần biển, dễ đi lại.",5,5,5,5,5,2024-11-24 17:00:00,nan,
2214,69,Lý Thanh Lan,19,56,147,Sẽ quay lại,"Vị trí thuận lợi, gần biển, dễ đi lại.",5,5,4,3,4,2024-03-30 17:00:00,nan,
2215,393,Nguyễn Thu Linh,5,13,30,Dịch vụ tốt,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",5,5,3,4,5,2024-01-06 17:00:00,nan,
2216,70,Lê Thị Anh,4,9,17,Dịch vụ tốt,"Phòng cách âm tốt, yên tĩnh.",5,4,4,5,5,2024-01-23 17:00:00,nan,
2217,75,Dương Quốc Mai,7,18,73,Tuyệt vời,"Wifi nhanh, ổn định.",5,5,5,4,5,2024-05-21 17:00:00,nan,
2218,113,Hoàng Thu Dũng,22,63,170,Tuyệt vời,Giá cả hợp lý so với chất lượng.,3,3,2,3,3,2024-03-29 17:00:00,nan,
2219,144,Dương Minh Anh,11,30,81,Giá hợp lý,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,4,3,5,4,2024-07-13 17:00:00,nan,
2220,270,Lê Hải Anh,21,62,161,Không tốt lắm,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,5,4,5,5,2024-03-27 17:00:00,nan,
2221,14,Lê Hữu Phong,4,11,23,Thất vọng,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,4,3,5,4,2024-07-07 17:00:00,nan,
2222,283,Trần Quốc Lan,16,45,117,Hài lòng,"Phòng cách âm tốt, yên tĩnh.",5,5,3,4,5,2024-06-11 17:00:00,nan,
2223,38,Ngô Hữu Hạnh,5,13,31,Tuyệt vời,"Phòng cách âm tốt, yên tĩnh.",5,5,4,4,5,2024-08-06 17:00:00,nan,
2224,7,Hoàng Thanh Nga,19,54,140,Ổn,"Đồ ăn ngon, view đẹp, sẽ quay lại.",4,4,4,3,3,2024-10-05 17:00:00,nan,
2225,280,Hồ Văn Dũng,11,30,81,Tốt,"Vị trí thuận lợi, gần biển, dễ đi lại.",5,5,4,5,5,2024-05-05 17:00:00,nan,
2226,125,Dương Thanh Nga,22,63,170,Ổn,"Wifi nhanh, ổn định.",3,4,3,3,4,2024-08-05 17:00:00,nan,
2227,267,Ngô Quốc Trang,10,29,79,Tuyệt với,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",5,5,4,5,5,2024-09-17 17:00:00,nan,
2228,317,Phạm Minh Anh,17,48,125,Phòng đẹp,"Khách sạn rất tuyệt vời, dịch vụ chu đáo, nhân viên thân thiện.",5,4,4,5,5,2024-04-12 17:00:00,nan,
2229,143,Vũ Hữu Hạnh,2,7,11,Sạch sẽ,"Vị trí thuận lợi, gần biển, dễ đi lại.",5,5,3,5,5,2024-06-28 17:00:00,nan,
2230,112,Hồ Thanh Long,3,5,39,Thất vọng,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",5,5,3,4,5,2024-07-26 17:00:00,nan,
2231,87,Đặng Đức Bình,5,13,31,Giá hợp lý,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,5,4,5,5,2024-04-28 17:00:00,nan,
2232,21,Đỗ Hoàng Trang,2,7,9,Sạch sẽ,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",5,4,5,4,4,2024-03-11 17:00:00,nan,
2233,301,Lý Thị Nam,11,30,81,Hoàn hảo,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",5,4,3,5,5,2024-07-08 17:00:00,nan,
2234,25,Hồ Hữu Hùng,5,13,30,Tốt,"Vị trí thuận lợi, gần biển, dễ đi lại.",4,5,4,4,5,2024-08-29 17:00:00,nan,
2235,371,Ngô Hoàng Hùng,2,8,13,Thất vọng,"Wifi nhanh, ổn định.",5,4,5,4,4,2024-02-16 17:00:00,nan,
2236,50,Bùi Văn Bình,7,18,73,Tốt,"Không gian thoáng đãng, thoải mái.",5,4,3,4,4,2024-08-23 17:00:00,nan,
2237,114,Trần Minh Nam,10,29,79,Đáng giá tiền,"Đồ ăn ngon, view đẹp, sẽ quay lại.",5,4,3,4,3,2024-08-15 17:00:00,nan,
2238,361,Hồ Đức Hùng,5,14,32,Đáng giá tiền,"Phòng cách âm tốt, yên tĩnh.",5,5,5,5,5,2024-07-28 17:00:00,nan,
2239,139,Võ Minh Cường,5,12,28,Rất tốt,"Vị trí thuận lợi, gần biển, dễ đi lại.",5,5,4,5,5,2024-06-13 17:00:00,nan,
2240,94,Phan Hữu Hương,9,24,62,Tuyệt vời,"Bữa sáng ngon, đa dạng món ăn.",5,4,4,5,5,2024-09-05 17:00:00,nan,
2241,374,Nguyễn Hoàng Nam,9,24,62,Không tốt lắm,"Wifi nhanh, ổn định.",4,5,5,5,5,2024-02-24 17:00:00,nan,
2242,287,Dương Văn Bình,22,65,172,Sẽ quay lại,"Bữa sáng ngon, đa dạng món ăn.",4,2,3,4,3,2024-11-12 17:00:00,nan,
2243,33,Bùi Thanh Bình,7,18,73,Thất vọng,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",4,5,4,5,4,2024-07-11 17:00:00,nan,
2244,352,Nguyễn Quốc Hạnh,21,62,161,Giá hợp lý,"Nhân viên phục vụ rất tốt, nhiệt tình.",5,5,5,4,5,2024-04-29 17:00:00,nan,
2245,378,Đỗ Đức Linh,18,51,132,Tuyệt vời,Giá hơi cao so với chất lượng.,4,5,3,4,4,2024-04-23 17:00:00,nan,
2246,120,Đặng Văn Mai,22,63,170,Hoàn hảo,"Phòng hơi chật, tiện nghi chưa đầy đủ lắm.",3,3,2,2,4,2024-02-15 17:00:00,nan,
2247,252,Phạm Đức Nga,2,6,8,Giá hợp lý,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",5,5,3,4,4,2024-06-30 17:00:00,nan,
2248,146,Phạm Hải Long,22,65,172,Hài lòng,"Phòng cách âm tốt, yên tĩnh.",4,3,2,2,4,2024-12-22 17:00:00,nan,
2249,131,Đỗ Thanh Nam,6,15,45,Phòng đẹp,"Nhân viên phục vụ rất tốt, nhiệt tình.",4,5,4,5,5,2024-11-20 17:00:00,nan,
2250,79,Hoàng Đức Lan,16,45,117,Rất tốt,"Hồ bơi sạch sẽ, khu vực giải trí đa dạng.",5,4,3,5,4,2024-04-10 17:00:00,nan,
2251,304,Phan Hữu Long,20,57,148,Tốt,"Nhân viên phục vụ rất tốt, nhiệt tình.",4,3,4,3,5,2024-02-26 17:00:00,nan,
2252,103,Hồ Quốc Cường,16,45,117,Rất tốt,"Phòng sạch sẽ, tiện nghi đầy đủ, view đẹp.",5,4,4,5,5,2024-03-31 17:00:00,nan,
2253,144,Hồ Quốc Trang,4,10,21,Dịch vụ tốt,"Phục vụ nhanh chóng, chuyên nghiệp.",5,5,3,5,4,2024-01-19 17:00:00,nan,
2254,289,Hoàng Hải Hùng,18,51,132,Đáng giá tiền,"Phòng cách âm tốt, yên tĩnh.",5,5,3,4,3,2024-02-29 17:00:00,nan,
2255,68,Nguyễn Thu Hùng,20,57,148,Sạch sẽ,"Phục vụ nhanh chóng, chuyên nghiệp.",3,3,3,4,3,2024-01-17 17:00:00,nan,
